name,roll,branch,startYear,currentCourses,completedCourses
student1151,20893,csam,2023,dbms;oopd;os,56789:8.118497;23456:8.785951;34567:6.063098
student1152,20345,csd,2020,ml;ga;oopd,23456:9.477083;56789:9.074001;12345:7.907045
student1153,20218,csam,2024,os;ga;ml,45678:8.798626
student1154,22181,csai,2023,ml;ga;dbms,12345:7.054485;45678:6.019208;56789:8.181840
student1155,21787,csd,2024,os;oopd,23456:6.798772;45678:5.922019
student1156,20096,csss,2023,math;ga,23456:6.429727
student1157,22129,csd,2022,ml,12345:6.058071
student1158,20876,cse,2023,os,23456:6.306485
student1159,21524,csam,2020,ga,45678:6.276860
student1160,21030,csss,2022,ga;math,34567:7.356078;45678:9.400231;23456:8.062587
student1161,21889,csai,2023,ml;math;os,12345:6.303069
student1162,22781,csd,2020,dbms,34567:9.185706
student1163,22094,csai,2023,ga;ml;os,12345:5.756595;45678:6.322003
student1164,21632,csam,2021,os;ml;ga,56789:9.929814;45678:9.085686;34567:7.158583
student1165,20352,ece,2021,dbms;os;ga,56789:8.533228;12345:5.002578;34567:8.729195
student1166,21543,csai,2020,math;oopd,45678:9.039715;56789:6.393136
student1167,22692,ece,2024,dbms;ml,56789:8.393963;34567:7.874027
student1168,21580,csai,2024,os,12345:5.602242
student1169,20623,csam,2020,os,34567:9.733406;45678:8.239518;56789:7.751959
student1170,22506,csam,2023,ml;os;math,34567:8.833737;56789:6.910954
student1171,22992,ece,2020,dbms;math,34567:9.324590;45678:9.841266;23456:9.716128
student1172,21488,csam,2022,ml,12345:7.800655
student1173,22839,csss,2023,ga,23456:7.826521
student1174,20166,ece,2020,oopd;dbms;os,45678:7.168923
student1175,21684,cse,2022,oopd;ml;math,12345:5.738611;34567:9.263753;45678:7.951034
student1176,21840,csd,2021,os;ga,56789:9.387341
student1177,22809,ece,2023,dbms;math,56789:6.272842;23456:7.252348;45678:7.036735
student1178,20265,csai,2020,ml;oopd;ga,56789:6.650036;45678:6.204584;34567:5.268482
student1179,21657,ece,2020,ga;math;dbms,23456:5.441641
student1180,22584,csam,2021,dbms;ga,12345:5.757453;34567:5.209819
student1181,20923,csam,2022,dbms;ml,56789:7.878167
student1182,22779,csd,2020,oopd;os,56789:8.989413;34567:9.491110;23456:8.357894
student1183,21311,csd,2021,math;oopd,56789:5.929241;34567:6.799657;12345:8.842803
student1184,22926,ece,2024,math,23456:5.098132
student1185,20266,csai,2024,oopd;os,45678:7.371970;23456:5.803466;56789:9.511648
student1186,21300,cse,2020,ga;ml,23456:7.198230;12345:9.061753;56789:6.911771
student1187,22944,ece,2020,math;dbms;ml,45678:7.752762;12345:7.545261;23456:6.297557
student1188,22392,csd,2021,ml,34567:6.420995
student1189,22883,csss,2022,dbms;os;math,45678:9.599042;34567:5.589335;56789:8.451341
student1190,22244,csd,2020,dbms,34567:9.704967;56789:9.513424
student1191,21921,ece,2023,oopd;math;ga,34567:9.149633
student1192,20040,ece,2022,math;oopd,45678:8.937831;23456:5.800244
student1193,21952,csai,2020,dbms;oopd,45678:9.813411
student1194,21329,csam,2024,math,45678:8.515718
student1195,22609,cse,2022,dbms;math;ga,45678:7.651662;34567:8.637685;12345:5.943008
student1196,22757,cse,2021,ga;os;ml,23456:9.132556;56789:7.227272;12345:7.235082
student1197,22935,csam,2022,ga;dbms,12345:6.782082;23456:6.605899
student1198,21801,csai,2021,dbms,34567:5.307114
student1199,20112,csam,2024,os;ga,12345:8.781068;45678:9.551850
student1200,21164,csd,2022,ga;ml,23456:5.735016;45678:9.210156;12345:5.133169
student1201,22375,csai,2021,os,23456:6.856811;12345:8.056273;34567:6.484281
student1202,22197,cse,2024,ga,34567:6.094238
student1203,21694,csai,2023,os,34567:7.423284;12345:7.035582;23456:5.470740
student1204,22458,csd,2021,ml,56789:6.607518;12345:5.145445;34567:8.471899
student1205,22962,csai,2020,ml;oopd;os,56789:7.297792
student1206,20375,csam,2021,oopd;dbms;os,23456:5.878595;34567:7.721212;45678:5.088048
student1207,22142,ece,2023,dbms;ml,45678:6.727087;34567:8.844886;23456:7.506412
student1208,22717,csai,2024,dbms;math,45678:9.667766;12345:8.469849
student1209,22312,csd,2021,os;ml;math,45678:6.529762;34567:5.990366;23456:5.648786
student1210,20525,cse,2020,dbms,56789:5.731109
student1211,22366,csai,2024,os,56789:6.470872;34567:7.340530
student1212,21790,cse,2021,math;ga,34567:5.911402;56789:9.041588
student1213,20858,csss,2024,ml;oopd,12345:9.360778;45678:5.335283;23456:6.226298
student1214,22453,csd,2021,dbms,45678:5.470524;12345:8.225377;56789:9.753540
student1215,20538,csd,2022,dbms;ml,45678:9.074156;12345:5.756483;34567:6.466659
student1216,20105,csd,2021,os;oopd,45678:6.795463
student1217,21334,csss,2024,math,34567:8.871409
student1218,21429,csai,2023,math;os;dbms,34567:7.652749;56789:6.824379
student1219,21974,csss,2021,os;ga,34567:7.205792;12345:5.093119;23456:9.474643
student1220,22708,cse,2020,ga,34567:7.955619
student1221,20046,csd,2024,math;dbms,12345:8.272900;34567:5.056423;45678:7.727721
student1222,22301,cse,2020,ml;math,23456:9.486633
student1223,20404,csam,2022,ml;dbms;oopd,45678:7.629078;23456:7.205323;12345:9.050353
student1224,22474,ece,2021,ml;os,56789:6.689162;45678:7.217565
student1225,22858,csai,2022,dbms,56789:9.502781;23456:9.429646
student1226,20456,csai,2022,ga;oopd;ml,45678:8.258167;12345:7.604958;56789:7.139186
student1227,22394,csd,2021,dbms;ml,12345:9.806122;23456:6.083273
student1228,20005,ece,2023,os;oopd,23456:8.427006;34567:5.327580;56789:6.192602
student1229,22712,csss,2020,math,23456:7.585198;56789:6.788609;45678:9.209146
student1230,20216,csd,2021,math;oopd,56789:9.558765
student1231,20838,csd,2022,math;ml;oopd,23456:6.387812;56789:5.254653;34567:8.245847
student1232,22442,cse,2023,os,45678:9.994525
student1233,22697,csss,2020,ga;oopd;os,12345:9.510801
student1234,22497,csd,2022,dbms;oopd,34567:7.514321;23456:8.553557
student1235,20694,csss,2022,ga;oopd,12345:6.390400;23456:7.003098;56789:6.117494
student1236,20263,cse,2020,math;ml;ga,56789:8.934379
student1237,22191,csai,2022,ga;dbms,23456:8.190112
student1238,21006,ece,2021,dbms;oopd,23456:6.319197;56789:7.153904
student1239,21448,ece,2023,ml;oopd,34567:8.339710
student1240,21226,csam,2020,dbms,34567:7.007153;23456:5.589007
student1241,22777,cse,2024,math,34567:9.543910;45678:6.536237;23456:5.941261
student1242,21589,csss,2020,math;oopd,56789:8.466288;34567:8.303528;45678:5.199146
student1243,21705,cse,2022,ml;os,12345:9.212359
student1244,20692,csai,2021,math;dbms;oopd,12345:6.852817;45678:6.269261
student1245,22754,cse,2023,dbms,23456:5.201055;56789:8.867577;45678:6.644047
student1246,22592,csss,2023,os;ga,56789:6.684047
student1247,21154,cse,2022,ml;dbms;os,23456:6.365088
student1248,20036,csss,2024,math;dbms;ml,56789:7.390341;12345:7.147623;34567:7.477999
student1249,20683,csam,2020,oopd,23456:5.502159
student1250,20099,csai,2020,os,23456:7.519514;56789:6.451035
student1251,20526,csss,2020,math;ml;dbms,34567:7.488312;12345:7.524836;45678:8.244308
student1252,20362,cse,2023,dbms;ga,12345:7.975948
student1253,22873,ece,2020,math;os,56789:5.937363;23456:6.539325;34567:7.520131
student1254,22586,cse,2021,oopd,56789:9.192943;34567:5.329617;12345:8.542718
student1255,22612,ece,2021,os;math;ga,56789:8.499223;45678:9.176627
student1256,20720,csai,2021,math,23456:7.970005
student1257,21318,csai,2023,ga;oopd,34567:7.793658;56789:7.693985
student1258,22460,csai,2022,math,23456:8.126842;56789:7.533794
student1259,20689,ece,2021,os,12345:9.824881;45678:7.360495
student1260,20366,csam,2020,math,23456:6.220180;45678:7.290071;56789:6.279896
student1261,20054,cse,2020,oopd;dbms,56789:9.387149;45678:5.394845
student1262,20801,cse,2023,ml;os,12345:8.288856
student1263,22871,ece,2020,oopd;dbms,23456:5.117010;12345:8.276920;34567:7.783982
student1264,21344,cse,2022,ml;dbms;os,23456:9.074953;34567:6.903298;12345:5.490397
student1265,20682,cse,2024,math,34567:8.096587;12345:6.405599
student1266,22091,csai,2020,ml;oopd;os,34567:6.344671;56789:6.605083;23456:6.057728
student1267,21186,csai,2021,dbms,34567:7.472462;12345:6.771211;56789:6.047133
student1268,21008,csss,2021,dbms,56789:5.488880;34567:6.778324;23456:9.535588
student1269,22693,csai,2023,oopd;ml;ga,56789:7.372271
student1270,21599,cse,2024,oopd;dbms,45678:7.670074;56789:5.106612
student1271,21455,cse,2022,ga;dbms;os,56789:6.434191;23456:7.454646
student1272,20945,csss,2022,oopd;math,56789:7.386722;12345:9.071307
student1273,22233,csam,2023,math;ml,34567:8.492786;23456:9.233702
student1274,20630,csai,2020,oopd;os,45678:9.766852
student1275,22075,csd,2024,oopd;dbms;ml,56789:6.721295
student1276,20387,csam,2024,ml;os;oopd,23456:6.622966;45678:9.099825
student1277,20873,csam,2022,oopd;ga,12345:8.101741
student1278,21542,cse,2023,math,34567:9.382357;56789:8.177421
student1279,21053,csss,2022,math;oopd,45678:7.314323;23456:8.841784;56789:8.893397
student1280,21561,csss,2023,dbms,23456:8.533029
student1281,21084,ece,2023,ga,23456:8.804281;34567:8.421421;12345:5.318500
student1282,20634,csam,2020,ml;dbms;oopd,23456:8.888406
student1283,21944,ece,2021,ml;os,23456:6.662086;12345:7.491292
student1284,20925,csam,2023,oopd;ml,23456:9.587392;34567:8.476356;56789:9.669359
student1285,22373,csss,2022,oopd,56789:8.425778
student1286,20754,csai,2023,math;oopd;ml,45678:5.827971;12345:9.941316;23456:9.889101
student1287,22260,csss,2024,math,23456:7.745619;34567:6.040912
student1288,22321,cse,2022,math,34567:5.695706;45678:5.707730;56789:9.978882
student1289,22431,cse,2023,os,56789:9.067808;12345:9.471882
student1290,21571,cse,2022,os;oopd,12345:8.342324
student1291,21291,csd,2021,ml;os,56789:7.886564
student1292,21665,ece,2024,os;ga,34567:9.005143;23456:5.763944
student1293,20031,csss,2023,dbms,23456:8.238908;45678:5.141417;34567:7.477392
student1294,22800,ece,2023,math,56789:6.304792;34567:7.459257;12345:9.073236
student1295,21795,csd,2022,ml;ga,34567:6.082817;12345:9.880433
student1296,21139,cse,2021,oopd,34567:5.648750;23456:9.190012
student1297,22743,csai,2020,oopd;ml,23456:9.576759
student1298,21293,csd,2024,oopd;ga;math,45678:5.914442;23456:5.621937;56789:5.076518
student1299,21726,cse,2023,os;math,23456:9.026493;56789:7.809709;45678:8.370743
student1300,20119,csd,2024,os,56789:8.581878;34567:8.349792;12345:5.756073
student1301,20230,csss,2022,oopd,56789:9.383097;12345:9.816530;34567:9.641631
student1302,21983,csam,2020,os;dbms,34567:5.029633;56789:9.075730
student1303,21869,cse,2022,math;oopd,23456:6.268766
student1304,22854,cse,2024,oopd,23456:6.709222;12345:7.722708
student1305,22575,csss,2022,oopd,56789:7.368022
student1306,22542,csss,2024,os;dbms,34567:8.136642;56789:7.293558
student1307,22113,csd,2020,ga;oopd;os,23456:8.248082;12345:6.988397;45678:9.441281
student1308,21627,ece,2020,dbms,12345:5.957181;23456:5.642899
student1309,22159,csd,2022,ga,45678:8.380328;12345:5.295043;56789:5.794981
student1310,21133,csd,2021,ml;os,56789:8.002159
student1311,21504,cse,2024,ga;os,45678:5.534991
student1312,20389,csai,2020,ga;math,56789:6.424939;45678:8.533198;12345:7.777045
student1313,20452,ece,2022,oopd;dbms,12345:8.065527
student1314,22269,csai,2022,ga,12345:8.354003
student1315,20401,csam,2024,dbms;os,23456:5.690932;34567:6.339864;45678:7.567297
student1316,22400,csai,2022,ga;os;dbms,34567:6.693949;45678:9.214086
student1317,21558,cse,2021,ml;oopd;dbms,34567:6.152540;45678:6.157431;23456:5.025117
student1318,20007,csss,2024,os;ga;math,45678:5.182295;56789:9.171418;34567:8.022159
student1319,22613,cse,2022,dbms;os;ml,23456:6.167359;56789:9.425707;12345:9.266416
student1320,20709,csam,2023,ml;math,23456:7.028659;12345:9.793665;56789:9.871540
student1321,22459,csai,2024,ga,34567:7.180518;23456:5.108174
student1322,20684,csai,2023,oopd;dbms;ga,56789:9.687000;12345:7.628090
student1323,20794,cse,2022,ml;oopd,23456:9.780524;45678:6.798827
student1324,22478,csd,2024,os,34567:5.642555;56789:6.237412
student1325,22618,csd,2022,oopd;ml;ga,23456:6.366432
student1326,22302,csai,2023,ml;oopd;dbms,12345:7.695694;34567:8.247549
student1327,21211,csss,2023,math;os,56789:5.401267;12345:7.073691
student1328,20582,cse,2022,os,34567:7.594688;56789:8.759230;45678:5.985612
student1329,20842,csss,2023,ml;dbms,23456:9.061905;34567:7.782539
student1330,20947,ece,2024,dbms;os,12345:8.499336;34567:7.681622
student1331,20350,csam,2024,math;os;oopd,45678:9.707222;12345:8.434146
student1332,20950,csd,2021,ml;dbms,45678:7.849331
student1333,20969,cse,2022,ga,34567:7.060651
student1334,22758,csai,2020,dbms,23456:7.823723;45678:8.076405;56789:5.543720
student1335,21396,cse,2024,ml;os;ga,34567:9.389725
student1336,21104,cse,2024,math;dbms;ml,34567:8.879820;56789:7.410125
student1337,20388,csd,2020,os;oopd,56789:6.927358;12345:9.806143;45678:9.182960
student1338,20294,csss,2022,dbms;math,56789:9.156619;34567:7.656068;12345:8.948090
student1339,21754,csss,2024,oopd,56789:9.557218
student1340,20381,csai,2023,dbms,45678:8.251493;23456:9.976379
student1341,21337,csai,2020,math,56789:9.021441;12345:5.416749;23456:9.340646
student1342,21345,cse,2020,dbms;oopd;os,45678:6.090474
student1343,21058,csai,2020,os,56789:9.485449;12345:6.080410;23456:8.362212
student1344,20212,ece,2023,ml;dbms;oopd,45678:7.275022;34567:9.600996;23456:7.786794
student1345,20026,csss,2024,dbms;ml,12345:7.700948;56789:8.645673;23456:7.965859
student1346,22674,ece,2024,math;dbms,45678:8.996375;56789:9.863145
student1347,22981,csai,2023,ml;oopd;os,56789:8.841242;12345:6.359229;45678:9.026096
student1348,22651,csd,2022,oopd;ml,45678:6.132245;56789:7.130384;23456:9.133563
student1349,22499,cse,2024,dbms;os;ml,23456:5.825735;34567:7.551034;45678:6.889187
student1350,21235,csam,2021,ga;oopd;os,56789:9.972465;12345:9.411699
student1351,22774,csai,2020,os;math,23456:9.191130
student1352,20162,csai,2020,os;dbms,12345:6.248528;34567:8.742140;56789:6.644814
student1353,20298,ece,2023,os;math;ml,56789:6.059784;34567:8.890111
student1354,22152,ece,2023,oopd;ml,45678:7.368224;23456:5.320016;12345:6.217820
student1355,22187,csam,2022,ml,23456:9.081571;56789:8.947607
student1356,22627,cse,2023,math;ga,12345:7.372266;34567:7.984696;56789:5.122598
student1357,21583,cse,2024,os,45678:7.242075;12345:7.315135;34567:5.268710
student1358,20958,csd,2022,ml,56789:5.684590;34567:6.668522;23456:6.214422
student1359,22149,csam,2020,ml;ga,34567:5.984173;12345:9.774095
student1360,21755,ece,2023,ga;oopd,12345:7.378915
student1361,22703,cse,2021,dbms;ga,56789:7.463082
student1362,21480,csss,2021,math;os,12345:8.828703;45678:7.537919;56789:7.056088
student1363,20055,cse,2021,dbms,45678:8.812747;23456:7.076200
student1364,22063,csss,2022,os;math,56789:9.824259;34567:8.401181
student1365,20159,cse,2020,dbms,23456:5.059128;34567:7.685153
student1366,21243,csam,2021,dbms;ga;math,56789:8.232829
student1367,21279,cse,2020,ga,23456:5.742847
student1368,22447,cse,2021,dbms,56789:6.783747
student1369,21817,csd,2024,os;oopd;dbms,23456:7.345657;34567:6.319126;12345:9.022412
student1370,20419,csai,2021,oopd;ml,23456:9.373422;12345:8.834447;56789:9.086638
student1371,20728,ece,2020,oopd,45678:7.275921;56789:5.294608
student1372,20145,csss,2020,math;dbms;oopd,12345:6.981744
student1373,20798,csai,2023,ml;oopd;math,34567:9.251060
student1374,21019,csss,2021,oopd,23456:7.363853
student1375,22116,csss,2022,ga;os;math,34567:5.927430
student1376,20047,csd,2020,oopd;math,34567:5.278719
student1377,22596,cse,2023,ml;dbms;oopd,23456:8.382243;56789:6.669201;12345:8.370107
student1378,22240,csd,2023,oopd;ml,56789:8.986200;34567:6.623525;23456:5.991704
student1379,20918,csss,2020,oopd,34567:9.833442
student1380,22130,cse,2021,math;ml;os,45678:5.563615;34567:9.632117;56789:6.700001
student1381,20795,cse,2021,os,23456:6.186474
student1382,20574,csai,2024,oopd,56789:8.205980
student1383,22644,csd,2022,ga,23456:9.700662
student1384,20735,ece,2022,ga;ml;os,45678:7.717755;23456:5.536574
student1385,20775,csss,2024,os;dbms;oopd,56789:5.334402;45678:9.590984;34567:9.131055
student1386,22736,csd,2021,dbms;ml;math,56789:5.123156;45678:9.437146;34567:6.063625
student1387,21740,csam,2020,os,45678:9.120474
student1388,22311,csss,2022,ga;dbms;ml,56789:7.855693;45678:6.800719;23456:6.597471
student1389,22628,csss,2023,os;ga,12345:7.782087;34567:9.676863;56789:9.738233
student1390,22422,csss,2020,ga,23456:9.514056
student1391,21731,ece,2021,ga;os,56789:8.792437;34567:8.663533
student1392,21012,csam,2022,oopd;os;ml,45678:9.888227
student1393,22456,csam,2022,dbms;ga;ml,12345:9.667310;56789:6.174450
student1394,21423,ece,2024,math,23456:8.553510;56789:9.539816
student1395,20187,csss,2022,os,56789:9.562143;12345:7.797503
student1396,22421,ece,2023,oopd;ga;math,23456:7.063086;12345:7.134557;34567:9.094677
student1397,21262,csd,2020,math,34567:5.077307;12345:8.714967;56789:9.585070
student1398,20753,csam,2021,math;ml,45678:7.617314;12345:9.279009
student1399,22825,csam,2022,math,56789:7.561856
student1400,22077,csam,2023,oopd,34567:9.783120;23456:5.826668;56789:8.764852
student1401,20705,csd,2022,math;ml,34567:7.139252;56789:9.149759
student1402,22420,csam,2024,dbms,23456:7.599793;56789:5.557726
student1403,21063,csss,2021,oopd;os;dbms,12345:8.100988;45678:8.376735
student1404,20693,csam,2023,math;ml;os,12345:6.712506
student1405,21741,csd,2023,math,23456:8.865504
student1406,21838,csam,2023,ml,34567:9.509129;12345:6.801627
student1407,22386,ece,2022,ga;math,12345:6.053556
student1408,21958,csd,2023,ml;math;dbms,45678:7.187382
student1409,21966,csss,2024,os,34567:5.070415;56789:5.430231;23456:6.727967
student1410,20098,csam,2022,ga;math;dbms,23456:8.499985
student1411,20550,ece,2020,os;ga,23456:9.230603;12345:6.088511;34567:5.012833
student1412,22961,csam,2021,oopd,34567:5.340794
student1413,22365,csss,2021,dbms,12345:9.274772
student1414,20300,csss,2021,os;dbms,34567:6.784223;45678:6.335073;23456:9.541058
student1415,22949,ece,2024,dbms;math,12345:8.466704;23456:9.364430
student1416,20588,csd,2021,os;oopd;ml,12345:5.773019;34567:9.655554
student1417,21213,cse,2021,oopd;math;ml,12345:9.586629;34567:7.188859
student1418,21265,cse,2020,ml;dbms,45678:6.111299;56789:7.429440;12345:7.001646
student1419,22039,csai,2023,ml,23456:6.013250
student1420,20463,csam,2022,ml,45678:9.308296;34567:7.950094;23456:5.512870
student1421,21185,ece,2024,ga;dbms,34567:6.458220;56789:5.959825
student1422,22252,cse,2022,os,56789:8.471045;45678:6.563896;34567:7.587652
student1423,21664,csd,2022,ga;dbms,34567:9.474086;45678:8.061134
student1424,22844,csam,2020,dbms;ga,34567:5.504540;12345:9.481247
student1425,21373,csss,2020,ml;os,56789:9.005718
student1426,20869,csss,2020,dbms;os;ml,45678:7.064191;56789:5.026782;12345:6.135296
student1427,20774,csss,2021,dbms;math,12345:8.914499;34567:5.135791
student1428,21959,csd,2023,ml,34567:9.400348
student1429,21993,csai,2023,os;oopd;ga,56789:5.505871;12345:5.350974;45678:9.344649
student1430,21258,cse,2022,ga,56789:8.270608;12345:7.940882;45678:8.558010
student1431,20641,csai,2023,math;ga,34567:9.563635;56789:8.820729;45678:8.786322
student1432,20654,csai,2022,os;ml;math,56789:8.951240;23456:7.235921
